,link,published,site,text,title,class
262,https://www.infowars.com/man-accused-of-hate-crime-yelled-black-lives-matter-before-stabbing-white-victim/,2020-08-28T10:57:43,infowars,"An African-American man yelled “black lives matter” before stabbing his white victim and now faces attempted 1st degree murder and hate crime charges, according to police in Aurora, Colorado.

The incident occurred on Tuesday night near East Alameda Avenue and South Sable Boulevard when 30-year-old Steve Sinclair approached 29-year-old Michael Conner and told him, “I’m going to kill you and your dog.”

Conner tried to run away and defend himself with a stick.

“An arrest affidavit says Sinclair used a knife to stab 29-year-old Michael Conner who was transported to the hospital for his injuries and a collapsed lung,” reports 9News.

“Conner, a white male, told police while at the hospital that Sinclair, a Black male, shouted “Black lives matter!” prior to stabbing him, according to the report.”

After police arrived, Sinclair continued yelling “black lives matter” while also telling officers “I stabbed him, I’m a psychopath,” before refusing to sit down and insisting that officers shoot him.

Sinclair is being held at Arapahoe County Jail and faces charges of first-degree murder and bias-motivated crime.

We have highlighted several other attacks in recent weeks that were apparently motivated by Black Lives Matter rhetoric.

Numerous vicious assaults have occurred at BLM protests, including in Kenosha, Wisconsin on Monday night when an elderly man was brutally assaulted after trying to protect his property from looters.

Another man in Portland was kicked in the head and knocked unconscious after trying to protect a person from being robbed.

Earlier this week, a gang of three men fired shots from their vehicle at a group of Trump supporters during a political rally in Charlotte.

Last week, a former city councilman who had a Trump/Pence sign in his yard was murdered in his home, although police claimed the killing was “random.”

SUBSCRIBE on YouTube:

Follow on Twitter: Follow @PrisonPlanet

———————————————————————————————————————

ALERT!

In the age of mass Silicon Valley censorship It is crucial that we stay in touch.

I need you to sign up for my free newsletter here.

Also, I urgently need your financial support here.

———————————————————————————————————————

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",Man Accused of Hate Crime Yelled “Black Lives Matter” Before Stabbing White Victim,fake
263,https://www.infowars.com/linguists-young-people-refusing-to-use-full-stops-in-sentences-because-they-see-them-as-aggressive/,2020-08-28T10:40:17,infowars,"The world’s leading language experts have noted that young people are ‘fundamentally’ altering written communication based on what they perceive to be aggressive or offensive.

In particular, the use of the full stop, or period, in sentences is diminishing according to linguists because it has come to signify annoyance or offence.

“Full stops are, in my experience, very much the exception and not the norm in [young people’s] instant messages, and have a new role in signifying an abrupt or angry tone of voice,” notes Owen McArdle, a linguist at the ­University of Cambridge.

Fellow linguist Dr Lauren Fonteyn of Leiden University said “If you send a text message without a full stop, it’s already obvious that you’ve concluded the message. So if you add that additional marker for completion, they will read something into it and it tends to be a falling intonation or negative tone.”



Math? Whatever. It’s a sine of things to come. TikTok girl’s thoughts on math prove the theory that civilization is already dead. From British Museum to Mr. Bean, what made us civilized is being torn down (and we’re not talking about statues).

Professor David Crystal says that the period is perceived as “ominous” by younger people, particularly because the use of text messaging means that the end of sentences are becoming a thing of the past. Each one now has its own text message.

The professor claims that the full stop is no longer the end of a sentence, but is now an “emotion marker.”

“You look at the internet or any instant messaging exchange – anything that is a fast dialogue taking place. People simply do not put full stops in, unless they want to make a point.” Crystal noted in his 2015 book Making a Point.

Crystal points to a 2015 Binghamton University study that found college students perceive text messages ending in a full stop as being “less sincere” than those missing one.

During the same study, researchers discovered that exclamation points had the opposite effect, making people seem more ‘sincere and engaged’.

Research leader Celia Klin noted in 2015 that “When speaking, people easily convey social and emotional information with eye gaze, facial expressions, tone of voice, pauses and so on. People obviously can’t use these mechanisms when they are texting. Thus, it makes sense that texters rely on what they have available to them – emoticons, deliberate misspellings that mimic speech sounds and, according to our data, punctuation.”

The gradual erosion of Language was predicted by George Orwell in his classic dystopia 1984.

In the novel, the all powerful Party mandates Newspeak, which focuses on diminishing vocabulary in order to control the range of thought among the general population.

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",Linguists: Young People Refusing To Use Full Stops In Sentences Because They See Them As ‘Aggressive’,fake
264,https://www.infowars.com/black-lives-matter-mob-tries-to-attack-rand-paul-outside-rnc/,2020-08-28T10:08:51,infowars,"An angry Black Lives Matter mob tried to attack Senator Rand Paul outside the Republican National Convention in DC during yet another night of mayhem.

“Just got attacked by an angry mob of over 100, one block away from the White House. Thank you to @DCPoliceDept for literally saving our lives from a crazed mob,” tweeted the Senator.

Just got attacked by an angry mob of over 100, one block away from the White House. Thank you to @DCPoliceDept for literally saving our lives from a crazed mob. — Senator Rand Paul (@RandPaul) August 28, 2020

The video shows Paul and his wife walking down the street after leaving the venue while BLM agitators chant “say her name!”

Their line of protection is pretty thin with just a handful of police officers on hand to block the BLM rioters.

One of them then tries to get to Paul by pushing away a police officer holding a bike, temporarily causing the Senator and the officer to lose their balance.

Rand Paul just got chased by a crowd back to his hotel, after leaving the White House from Trump’s Republican Party Nomination #DC #DCProtests pic.twitter.com/h1kPcZG1jh — Brendan Gutenschwager (@BGOnTheScene) August 28, 2020

The Senator then says something to the officer before Paul’s wife begins almost jogging in an effort to get away faster.

The scene was just one of many examples of chaos on yet another night of BLM bedlam.

Congressman Brian Mast was also confronted by an angry mob.

Congressman @BrianMastFL walking through protesters after leaving Trump’s RNC speech. Mob confronts: him: pic.twitter.com/1xvEdyOMBL — Phillip Nieto (@nieto_phillip) August 28, 2020

Another man and his wife were also harassed by masked lunatics.

Man and his wife leaving White House get mobbed on their way back to their hotel by livid protesters. pic.twitter.com/qnpPTfReS3 — Phillip Nieto (@nieto_phillip) August 28, 2020

The same group then targeted another two people leaving the RNC.

More RNC guests being harassed after leaving the White House: pic.twitter.com/FhlTZnBSM7 — Phillip Nieto (@nieto_phillip) August 28, 2020

Elderly Trump supporters were also targeted.

Rioters also tried to attack a bus full of RNC Convention attendees.

A woman opened the back door of the bus of RNC attendees and hopped inside #RNCConvention2020 #DC #DCProtest pic.twitter.com/Uar2cVbk7y — Brendan Gutenschwager (@BGOnTheScene) August 28, 2020

They also threatened to burn down St Johns Church.

Protesters in front of St Johns Church chanting if “we don’t get it (justice) burn it down!” pic.twitter.com/KDq73c0Knj — Phillip Nieto (@nieto_phillip) August 28, 2020

When not screaming in people’s faces, the rioters kept themselves busy by starting fights with cops.

BLM Terrorists causing chaos on the streets of DC tonight pic.twitter.com/B6wNBBEtvX — Drew Hernandez (@livesmattershow) August 28, 2020

A crowd swarms DC Police officers as they try to make an arrest near the White House #DC #DCProtests pic.twitter.com/c1kiIKqvmD — Brendan Gutenschwager (@BGOnTheScene) August 28, 2020

Trump supporters shouldn’t be too unhappy to see such scenes unfold right up until the election.

Polls suggest that support for Black Lives Matter has plummeted since June, with voters deserting Joe Biden as a result.

SUBSCRIBE on YouTube:

Follow on Twitter: Follow @PrisonPlanet

———————————————————————————————————————

ALERT!

In the age of mass Silicon Valley censorship It is crucial that we stay in touch.

I need you to sign up for my free newsletter here.

Also, I urgently need your financial support here.

———————————————————————————————————————

The Everyday Essentials Sale is now live! Get FREE SHIPPING storewide!",Black Lives Matter Mob Tries to Attack Rand Paul Outside RNC,fake
265,https://www.infowars.com/report-white-house-to-release-dossier-of-fake-news-reporters/,2020-08-28T09:30:51,infowars,"The Washington Post reports that The White House has been prompted to compile a dossier of ‘false’ claims by reporters about President Trump, after the Post itself published a story with the headline “Room rentals, resort fees and furniture removal: How Trump’s company charged the U.S. government more than $900,000.”

“The Washington Post is blatantly interfering with the business relationships of the Trump Organization, and it must stop,” said Deputy White House press secretary Judd Deere.

“Please be advised that we are building up a very large ‘dossier’ on the many false David Fahrenthold and others stories as they are a disgrace to journalism and the American people,” Deere added, referring to the Post reporter.

The story claims that federal agencies have racked up bills totalling almost $1 million at Trump Organization properties since President Trump took office.



Nancy Pelosi admits Joe Biden is no match for President Trump in upcoming debates.

The report also claims that the Trump properties repeatedly charged the Secret Service for “resort” and “furniture removal” fees, as well as doing deals with government agencies to block book rooms for a fortnight at a time, in case Trump needed to travel.

The insinuation in the report is that Trump is using his Presidency to line his pockets by staying at his own hotels and hosting Republican events there.

Deere told the Post that the claim is nonsense and that Trump “turned over the day-to-day responsibilities of running the company though he was not required to, [and] has sacrificed billions of dollars” by concentrating on his Presidency rather than his business interests.

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",Report: White House To Release ‘Dossier’ Of Fake News Reporters,fake
266,https://www.infowars.com/trump-biden-now-condemning-rioting-because-his-poll-numbers-are-going-down-like-a-rock/,2020-08-28T09:06:17,infowars,"President Trump mocked Joe Biden and the Democrats in his RNC speech last night, saying that it’s ‘too late’ to start finally addressing violence and rioting throughout America’s cities now their ‘poll numbers are going down like a rock’.

“Joe Biden and his supporters remained completely silent about the rioters and criminals spreading mayhem in Democrat-run cities. They never even mentioned it during their entire convention,” Trump urged.

“Now, they’re starting to mention it because their poll numbers are going down like a rock in water,” Trump proclaimed, adding “Too late, Joe.”

Trump continued to slam Democrats’ support of black lives matter agitators, noting that “Joe Biden’s campaign did not condemn it; they donated to it,” citing Biden campaign staff’s donations to the Minnesota Freedom Fund, which was responsible for bailing out arrested rioters.

“At least 13 members of Joe Biden’s campaign staff donated to a fund to bail out vandals, arsonists, anarchists, looters, and rioters from jail,” Trump declared.

The President also addressed the tragic death of retired police Captain David Dorn, who was shot and killed during some of the first riots in St. Louis.

Dorn, who was attempting to fend off looters, was represented at the RNC by his wife, Ann.

“To each of you: we will never forget the heroic legacy of Captain David Dorn,” Trump said.

After avoiding directly addressing rioting in Democratic cities for months, Biden has attempted to turn it around and blame Trump for the unrest, with the leftist media following dutifully in line.

In a CNN interview yesterday, Biden claimed that Trump is “absolutely” rooting for violence on the streets of America.

President Trump is ""absolutely"" rooting for violence on the streets of America, Joe Biden tells @andersoncooper. https://t.co/u4cLJqSJde pic.twitter.com/gGkO8Ecv5L — Anderson Cooper 360° (@AC360) August 27, 2020

“He views this as a political benefit to him. He’s rooting for more violence,” Biden later told MSNBC. “He’s encouraging this. He’s not diminishing it at all. This is his America now.”

Joe Biden says Donald Trump ""is rooting for more violence, not less."" He also points out that Mike Pence's attacks about violence in ""Joe Biden's America"" don't make sense because ""the problem we have right now is we're in Donald Trump's America."" pic.twitter.com/cH74DmBdHB — The American Independent (@AmerIndependent) August 27, 2020

Biden and the media appear to have cooked up the angle after leftists began to complain that ignoring the unrest altogether was affecting the polls and playing into Trump’s hands.

Democrats need to be extremely concerned about what's happening in Wisconsin, where support for BLM has gone from +25 to +0 in 2 months. https://t.co/2wNMWoW6it — Jonathan Chait (@jonathanchait) August 27, 2020

The leftist media quickly began to repeat ad nauseam the talking point that Trump wants the violence to continue, and that this is ‘Trump’s America’:

As usual, this all likely comes too late for Democrats who actually had a chance of winning the election a few months back, but by supporting violent rioters have put Trump firmly in the driving seat:

A few months ago I thought Trump was in trouble, but looking at the polls and anecdotal evidence, it really seems like Democrats' endorsement of BLM could cost them the election. pic.twitter.com/bLgJuzJpP5 — Paul Joseph Watson (@PrisonPlanet) August 27, 2020

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",Trump: Biden Now Condemning Rioting ‘Because His Poll Numbers Are Going Down Like A Rock’,fake
267,https://www.infowars.com/watch-blm-activists-behead-trump-effigy-pretend-to-shoot-up-cops-in-noisy-rnc-protest-outside-white-house/,2020-08-28T07:56:18,infowars,"Demonstrators have gathered near the White House to protest the Republican National Convention, trying to drown out the event with loud music and chants while decapitating President Donald Trump’s effigy with a mock guillotine.

Protesters blared music, shouted slogans and beat drums in the nation’s capital on Thursday, many gathered not far from the White House, where Trump gave his acceptance speech to a live audience of more than 1,000 on the final night of the RNC.

With the White House as a backdrop, activists chant “Black Women Matter, because we get stuff done” #dcprotest pic.twitter.com/GM92w7yIX9 — Matt Brown (@mrbrownsir) August 28, 2020

A number of activists congregated around St. John’s Episcopal Church less than half a mile away from the White House – which was damaged by fire during unrest that broke out in June over the police killing of George Floyd – chanting “if we don’t get [justice], burn it down!”

Protesters in front of St Johns Church chanting if “we don’t get it (justice) burn it down!” pic.twitter.com/KDq73c0Knj — Phillip Nieto (@nieto_phillip) August 28, 2020



Short on time, but still want to stay informed? The War Room Highlights covers clips from all 3 hours of the broadcast!

Trotting out a number of props, demonstrators also posed with an imitation guillotine and an effigy stand-in for Trump – one heard saying “off with his head!” – while another protester showed up in a costume police uniform, complete with pig mask, which others pretended to shoot.

Someone just put a fake Trump on the guillotine in front of the White House. There’s a piece of paper on him that says “Ticket – Fascist, Rapist, Criminal”@DailyCaller pic.twitter.com/zOmQ7DgIo0 — Shelby Talcott (@ShelbyTalcott) August 28, 2020

A man is pretending to shoot a guy dressed like a cop in a pig mask pic.twitter.com/8rJmu5lzhJ — Jordan Lancaster (@jordylancaster) August 28, 2020

Raucous dance parties were held in some locations, where activists made as much noise as possible in hopes of disrupting Trump’s address, some banging on pots and pans and using noisemakers. Some 10 minutes into the president’s speech, chants and horns could be heard faintly in the distance, captured on some live television broadcasts.

GoGo band concert is trying to blare as much noise as possible outside the White House right now. “Louder!” The group is frequently chanting #dcprotest pic.twitter.com/OwBBoYGTNp — Matt Brown (@mrbrownsir) August 28, 2020

15th and Pennsylvania. Protesters are waving noisemakers and shooting fireworks right outside the White House gate in an effort to drown out President Trump’s speech. (@wusa9) pic.twitter.com/q5zXRu3rfr — John Henry (@JohnHenryWUSA) August 28, 2020

Scene out of “Horton Hears a Who”: dozens of protesters screaming, beating pots, blowing horns, beating noisemakers, running police sirens and bullhorns try to drown out President Trump’s speech from White House #DCProtests pic.twitter.com/b6XZ4XPyHR — Fredrick Kunkle WaPo (@KunkleFredrick) August 28, 2020

At one point during the protest, an elderly man was struck in the head and knocked to the ground. Though protesters accused the man of assaulting a female activist, he insisted he was merely there “to see the fireworks” for the RNC and repeatedly denied hitting anybody. He was briefly accosted as he attempted to leave the area, but ultimately was allowed to go on his way.

an elderly man was just assaulted. he was punched in the head and fell on the pavement pic.twitter.com/PkJsdddQGa — Jordan Lancaster (@jordylancaster) August 28, 2020

Protesters claim elderly man “assaulted a black female.” He denies the charges adding he was there to “see the fireworks.” DC Protesters continue to harass the man as he walks away. pic.twitter.com/hh77M3iaho — Phillip Nieto (@nieto_phillip) August 28, 2020

Following a massive fireworks show for the RNC’s finale, police moved in to clear away demonstrators from some locations around the White House, sparking scuffles between protesters and law enforcement.

White female protester calls an African American officer a “traitor” & “Uncle Tom.” pic.twitter.com/lZkazyEHee — Phillip Nieto (@nieto_phillip) August 28, 2020

At least two different organizations planned demonstrations near the White House on Thursday night, according to USA Today, including Refuse Fascism – which held a rally in Black Lives Matter Plaza – and the Party Majority PAC, a group founded by former Hillary Clinton aides. Though a co-founder of Refuse Fascism, Carl Dix, said he expected only a small crowd to show up to the event, he noted a spike in interest due to the police shooting of Jacob Blake in Wisconsin on Sunday, which has spurred heated demonstrations across the country.

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",WATCH BLM activists BEHEAD Trump effigy & pretend to shoot up ‘cops’ in noisy RNC protest outside White House,fake
268,https://www.infowars.com/trump-biden-will-eliminate-americas-borders-in-middle-of-global-pandemic/,2020-08-28T07:49:27,infowars,"President Trump, during the fourth night of the Republican National Convention (RNC), said Democrat presidential candidate Joe Biden will “eliminate” the United States’ borders in the midst of the Chinese coronavirus crisis.

“The Biden Plan would eliminate America’s borders in the middle of a global pandemic … they want to open our borders while living in walled-off compounds and communities,” Trump said.

“When I took bold action to issue a travel ban on China, Joe Biden called it hysterical and xenophobic,” Trump said. “If we had listened to Joe, hundreds of thousands more Americans would have died.”

Biden has vowed to end deportations of criminal illegal aliens on day one of his administration and has long opposed Trump’s travel bans on China to stop the spread of the coronavirus. Biden has since said he supports a travel ban, though his plan to handle the coronavirus does not include travel bans on China, Brazil, Europe, or Iran.

Read more



Pop Culture and the media being used against the American people.

The Everyday Essentials Sale is now live! Get FREE SHIPPING storewide!",Trump: Biden Will ‘Eliminate America’s Borders in Middle of Global Pandemic’,fake
269,https://www.infowars.com/video-blm-tiktoker-threatens-to-go-on-a-rampage-cries-because-rioters-were-shot-in-kenosha/,2020-08-28T07:48:36,infowars,"Video footage of a Black Lives Matter activist on TikTok who thrashed about in the passenger seat of a vehicle, said she felt like she was about to go on “a f**king rampage,” and shed tears for rioters who were shot while attacking a 17-year-old boy in Kenosha, went viral this week on social media.

In the video, TikTok user @actingshy yells, “I feel like I’m about to go on a f**king rampage.”

The young woman then thrashes around in her seat, striking out with her fists and rocking back and forth.

“Civilians! Civilians! Are out there with AR-15s shootin’ and killin’ protesters. And you motherf**kers wanna get on TikTok and talk about, ‘What if he did this? What if he did this?’ Talkin’ about Democrats want f**kin’ war. But y’all out there walkin’ around with f**kin’ AR-15s,” she continues, as saliva begins to pelt the camera. “And the police are passin’ out waters? F**k it! Stop it! F**k you, f**k your hate, f**k America, I don’t give a f**k no more. Y’all want war? Let’s do this s**t!” the activist declares. “F**k y’all. No one gives a damn about y’all f**kin’ feelings.” She then wipes away tears as the video ends. The footage found its way onto Twitter Wednesday evening. “This is how people behave before they have the whole story. Or when they want attention? #KyleRittenhouse,” a conservative activist captioned the clip. This is how people behave before they have the whole story. Or when they want attention? #KyleRittenhouse pic.twitter.com/gcV7vl00Fs — Doni ""The Don""™ (@DoniTheDon_) August 26, 2020 Kyle Rittenhouse, 17, is accused of first-degree homicide in the Kenosha shooting. Video footage shows Rittenhouse being attacked by multiple individuals – later identified as felons with lengthy criminal records – and engaging them with his DPMS AR-pattern rifle. The New York Times has confirmed that video evidence shows a party other than Rittenhouse firing the first shot of the engagement.



17-year old Kyle Rittenhouse has been charged with first degree murder after defending himself from multiple violent rioters in Kenosha WI. This follows a disturbing trend of Americans being charged with felonies for standing up for themselves against the BLM mob.

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!","VIDEO: BLM TikToker Threatens to ‘Go On a Rampage,’ Cries Because Rioters Were Shot in Kenosha",fake
270,https://www.infowars.com/official-legal-defense-fund-for-kyle-rittenhouse-launched-by-attnys-l-lin-wood-and-john-pierce/,2020-08-28T07:41:07,infowars,"Nick Sandmann’s attorney L Lin Wood has teamed up with John Pierce and the law firm Pierce Bainbridge, which has represented President Trump’s personal attorney Rudy Giuliani and former Trump adviser Carter Page, to provide 17-year-old Kyle Rittenhouse with a top notch defense team.

Rittenhouse was officially charged on Thursday with first-degree intentional homicide, first-degree reckless homicide, two counts of first-degree recklessly endangering safety, attempted first-degree intentional homicide and possession of a dangerous weapon by a person under 18 and is facing life in prison.

As Reuters reports:

The 17-year-old accused of killing two people during protests in Kenosha, Wisconsin, has hired a law firm whose clients have included President Donald Trump’s personal attorney Rudy Giuliani and former Trump adviser Carter Page.

Owen breaks down the possibility that Kyle Rittenhouse may not have been the shooter of one of the assumed victims. John Pierce told Reuters on Thursday that he and colleagues at Pierce Bainbridge would obtain justice for Kyle Rittenhouse, of Illinois, arrested and charged with shooting three people on Tuesday night, two of whom died. A civil litigator, Pierce tweeted on Thursday that he would soon be joined by “a SEAL Team” of former assistant U.S. attorneys who are now criminal defense attorneys. Pierce will appear with Rittenhouse at an extradition hearing in Lake County Circuit Court in Illinois on Friday. […] The Pierce Bainbridge firm bills itself as a “state-of-the-art litigation law firm dedicated to the lost art of combat by trial,” according to its website. Pierce told Reuters he is hoping to raise funds for Rittenhouse’s defense through his #FightBack Foundation, Inc., a Texas non-profit he formed with L. Lin Wood, an Atlanta attorney who is representing high school student Nicholas Sandmann.

As Michelle Malkin noted on Thursday, the deck is being stacked against young Kyle Rittenhouse.

FFS. @GovEvers and @LGMandelaBarnes are total propagandists for BLM/Antifa. Evers defended trashing cops involved in Jacob Blake incident. Both repeated lie that Leftists were ""peaceful."" Without naming Kyle Rittenhouse, they blamed armed citizens for threatening 1st amendment! — Michelle Malkin (@michellemalkin) August 27, 2020

Gov. Evers and Lt. Gov. Barnes were SILENT on assailant Gaige Grosskreutz pointing pistol and chasing Kyle Rittenhouse along with Antifa/BLM before Kyle was forced to act in self-defense. https://t.co/nEWdC5FkwA — Michelle Malkin (@michellemalkin) August 27, 2020

Nonetheless, Lin Wood said on Thursday after teaming up with John Pierce that “Kyle will have excellent legal representation.”

Pierce said he will handle Rittenhouse’s defense with a team of the “best lawyers in [the] USA.”

Lin Wood and Pierce launched the #FightBack Foundation together on Thursday to raise funds for Rittenhouse’s legal defense.

@LLinWood @michellemalkin the website for #FightBack Foundation is now live at https://t.co/Panl7iBBrk. Please direct everyone there to contribute to Kyle Rittenhouse defense. This is the only fund authorized by the family. Thank you American patriots! — John Pierce (@CaliKidJMP) August 27, 2020

You can donate to Kyle Rittenhouse’s official legal defense fund at FightBack.Law.

It was revealed early Thursday that all three assailants who attacked Rittenhouse have criminal records and his first attacker was a level 3 sex offender (meaning a high-risk of reoffense and danger to the community) who was sentenced to over 12 years in prison for a sex crime involving a minor.

The 3 shot (2 killed) in #Kenosha, Wisc. at the BLM riot have been identified. Joseph Rosenbaum, 36, was the first one killed. Video allegedly shows him chasing teen shooter & throwing something at him. Rosenbaum was a registered sex offender for a sex crime involving a minor. pic.twitter.com/up1VgDyrgZ — Andy Ngô (@MrAndyNgo) August 27, 2020

This is for when he was in PRISON btw. pic.twitter.com/GDhEdtzu5H — L (@SomeBitchIKnow) August 27, 2020

Anthony Huber, 26, was shot & killed in Kenosha, Wisc. at the BLM riot. He was filmed chasing down the armed teen and hitting him when he was on the ground with a skateboard. He has a criminal history that includes charges of battery & repeat domestic abuse. #KenoshaRiots pic.twitter.com/1rvx7ltKKS — Andy Ngô (@MrAndyNgo) August 27, 2020

The third who was shot (& survived) is Gaige Grosskreutz, 26. He's a member of the People’s Revolution Movement. He was filmed chasing after the teen w/a pistol. He was shot at close-range in the upper arm. He has a criminal record that includes being intoxicated & armed w/a gun. pic.twitter.com/U9Q3R7pcPH — Andy Ngô (@MrAndyNgo) August 27, 2020

Please pray for Kyle Rittenhouse and his family that justice will be served!

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",Official Legal Defense Fund For Kyle Rittenhouse Launched by Attnys L. Lin Wood And John Pierce,fake
271,https://www.infowars.com/things-have-gotten-so-bad-that-a-million-new-claims-for-unemployment-benefits-in-one-week-is-considered-good-news/,2020-08-28T07:33:56,infowars,"The Labor Department announced on Thursday that another 1.006 million Americans filed new claims for unemployment benefits last week.

Prior to this year, the all-time record for a single week was just 695,000, and so the number of Americans that are losing their jobs each week continues to remain at a catastrophic level.

But this latest figure is actually being spun as “good news” because at least it was lower than the week before.



Owen Shroyer and Ali Alexander describe what Police reform entails and what liberals don’t know about it.

And I am willing to concede that point, because we should definitely welcome any sign that the numbers are starting to move in the right direction.

However, there is no doubt that what we have experienced up to this point in 2020 is nothing short of an economic cataclysm.

Over the last 23 weeks, more than 58 million Americans have filed new claims for unemployment benefits.

Even if zero workers filed for unemployment for the rest of 2020, this would still be the worst year for unemployment claims in all of U.S. history by a gigantic margin.

Vast hordes of workers have been losing their jobs week after week as the U.S. economy melts down right in front of our eyes.

This has truly been an economic horror show, and the most nightmarish chapters are still ahead of us.

When economic numbers start getting really bad, the government often decides to “modify” how they are calculated, and on Thursday the Labor Department announced that it will be “changing how it adjusts weekly jobless-claims figures for seasonal swings”.

Presumably, that should help the numbers look a bit better starting next week.

But no matter how much they massage the numbers, they can’t erase the fact that tens of millions of people are deeply hurting right now. According to one new survey, 61 percent of Americans need “another relief bill”, and about two-thirds of Americans from the age of 24 to the age of 54 say that they are currently in financial distress…

The latest survey by MagnifyMoney reveals 61 percent of the country needs another relief bill to pay for expenses. Over 80 percent of workers who have been laid off or furloughed due to COVID-19 are counting on more assistance. The poll of 1,010 Americans adds 71 percent of Generation X (ages 40 to 54) and 65 percent of millennials (ages 24 to 39) say they are currently in financial distress.

If you are not in financial distress at this moment, you should be very thankful for your blessings, because you are definitely in the minority.

And more layoff announcements just keep on coming with each passing day. On Thursday, we learned that Lord & Taylor will be laying off all their workers and closing every single store…

Lord & Taylor, the first department store established in the United States, is officially going out of business, ending a nearly 200-year run. The bankrupt company announced Thursday that all of its 38 remaining stores and website have begun liquidation sales — a reversal from last week’s decision to keep 14 locations open.

When I was a kid, I was always so intimidated by Lord & Taylor when my mother would take me to the mall.

I always thought that was where the rich people shopped.

I never imagined that someday I would see it go out of business forever.

Of course countless other retailers are going belly up as the worst “retail apocalypse” in U.S. history rolls on. According to Coresight Research, approximately 25 percent of all malls in the United States “will close over the next three to five years”…

Another new report out this week from Coresight Research estimates 25% of America’s roughly 1,000 malls will close over the next three to five years, with the pandemic accelerating a demise that was already underway before the new virus emerged.

Can you imagine what our country is going to look like if that actually happens?

Already, communities all over America are being blighted by one boarded up property after another, and this is especially true in many impoverished areas.

Of course our economic problems have been accelerated by a series of very unusual events that have been beyond our control. It has been one thing after another here in 2020, and the latest major disaster to hit us was Hurricane Laura. We were extremely fortunate that neither New Orleans or Houston took a direct hit from this storm, because it was enormously destructive. Just consider what one survivor told the press about the devastation in his community…

“It looks like 1,000 tornadoes went through here. It’s just destruction everywhere,” said Brett Geymann, who rode out the storm with three family members in Moss Bluff, near Lake Charles, Louisiana. He described Laura passing over his house with the roar of a jet engine around 2 a.m.

Let us hope that we will have at least a little bit of time before the next major crisis comes along. Many had been hoping that August would be a quiet month, but that didn’t turn out to be the case, and now September is just a few days away.

And as we approach the fall season, it is being reported that wealthy investors have been “hoarding cash”…

A group of multimillionaire investors in the U.S. are hoarding cash at unprecedented levels. Tiger 21, a club of more than 800 investors, reported Thursday that its members have raised their cash holdings to 19% of their total assets on concerns over the economic consequences of the covid pandemic in the U.S. That’s up from about 12% since the start of the outbreak. About a quarter now expect the crisis to continue until the end of next June, the group said.

Is this a sign that many of them believe that trouble is ahead for the financial markets?

Of course it isn’t just the wealthy that are deeply concerned about the months ahead. Our nation has been gripped by endless turmoil for most of this year, and now a very hotly contested presidential election is just over two months away. Meanwhile, economic conditions will continue to deteriorate, and that means that tens of millions of Americans will become even more angry and even more frustrated. If you believe that the U.S. is just going to snap out of all of this somehow and everything will turn out just fine in the end, then you simply do not understand the times in which we are living.

For so long we were warned that a “perfect storm” was coming, and now it is here.

And if you think that 2020 has been bad, just wait until you see what else is ahead.

The Everyday Essentials Sale is now live! Get up to 60% off the hottest items!",Things Have Gotten So Bad That A Million New Claims For Unemployment Benefits In One Week Is Considered “Good News”,fake
272,https://www.infowars.com/live-coverage-president-trump-addresses-america-on-final-night-of-rnc/,2020-08-27T23:52:40,infowars,"Owen Shroyer hosts this LIVE edition of Infowars’ 2020 Election Countdown, coming to you live from 7-9pm CST on Banned.Video. Tonight, we’ll cover night 4 of the RNC, including President Trump’s big campaign re-election speech, in addition to the Democrat riots and other insanity happening across America.

Also tune in at infowars.com/show and Banned.Video.

The Everyday Essentials Sale is now live! Get FREE SHIPPING storewide!",Live Coverage: President Trump Addresses America On Final Night Of RNC,fake
273,https://www.infowars.com/is-self-defense-now-a-crime/,2020-08-27T23:50:00,infowars,"17-year old Kyle Rittenhouse has been charged with first-degree murder after defending himself from multiple violent rioters in Kenosha, Wisconsin. This follows a disturbing trend of Americans being charged with felonies for standing up for themselves against the BLM mob.

The Everyday Essentials Sale is now live! Get FREE SHIPPING storewide!",Is Self-Defense Now A Crime?,fake
